param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
ARIMA_d1_p20_q12.csv,3.22,0.15,65.71,28.57,28.57,37.14,37.14
ARIMA_d1_p20_q16.csv,3.33,0.15,62.86,34.29,34.29,31.43,31.43
ARIMA_d1_p20_q2.csv,2.86,0.14,68.57,34.29,34.29,34.29,34.29
ARIMA_d1_p20_q20.csv,3.63,0.15,60.0,31.43,31.43,28.57,28.57
ARIMA_d1_p20_q24.csv,3.95,0.17,60.0,28.57,28.57,31.43,31.43
ARIMA_d1_p20_q3.csv,3.03,0.14,62.86,28.57,28.57,34.29,34.29
ARIMA_d1_p20_q4.csv,3.0,0.14,71.43,37.14,37.14,34.29,34.29
ARIMA_d1_p20_q8.csv,2.99,0.15,74.29,37.14,37.14,37.14,37.14
ARIMA_d1_p24_q1.csv,2.98,0.14,62.86,28.57,28.57,34.29,34.29
ARIMA_d1_p24_q12.csv,3.12,0.15,68.57,34.29,34.29,34.29,34.29
ARIMA_d1_p24_q16.csv,3.56,0.16,62.86,31.43,31.43,31.43,31.43
ARIMA_d1_p24_q2.csv,3.12,0.14,71.43,37.14,37.14,34.29,34.29
ARIMA_d1_p24_q20.csv,3.89,0.16,60.0,31.43,31.43,28.57,28.57
ARIMA_d1_p24_q24.csv,3.67,0.17,54.29,31.43,31.43,25.71,25.71
ARIMA_d1_p24_q3.csv,3.01,0.14,65.71,28.57,28.57,37.14,37.14
ARIMA_d1_p24_q4.csv,3.18,0.15,65.71,31.43,31.43,34.29,34.29
ARIMA_d1_p24_q8.csv,3.02,0.15,68.57,34.29,34.29,37.14,37.14
ARIMA_d1_p2_q1.csv,2.98,0.14,82.86,40.0,40.0,45.71,45.71
ARIMA_d1_p2_q12.csv,3.11,0.16,62.86,25.71,25.71,40.0,40.0
ARIMA_d1_p2_q16.csv,3.13,0.15,65.71,28.57,28.57,37.14,37.14
ARIMA_d1_p2_q2.csv,3.06,0.14,68.57,37.14,37.14,31.43,31.43
ARIMA_d1_p2_q20.csv,3.53,0.16,60.0,25.71,25.71,37.14,34.29
ARIMA_d1_p2_q24.csv,3.39,0.15,60.0,28.57,28.57,31.43,31.43
ARIMA_d1_p2_q3.csv,3.04,0.14,65.71,40.0,40.0,28.57,28.57
ARIMA_d1_p2_q4.csv,3.1,0.14,68.57,37.14,37.14,31.43,31.43
ARIMA_d1_p2_q8.csv,3.11,0.14,57.14,34.29,34.29,22.86,22.86
ARIMA_d1_p3_q1.csv,2.87,0.14,68.57,37.14,37.14,31.43,31.43
ARIMA_d1_p3_q12.csv,3.25,0.16,60.0,28.57,28.57,31.43,31.43
ARIMA_d1_p3_q16.csv,3.12,0.15,71.43,31.43,31.43,40.0,40.0
ARIMA_d1_p3_q2.csv,2.86,0.14,71.43,40.0,40.0,31.43,31.43
ARIMA_d1_p3_q20.csv,3.33,0.15,65.71,31.43,31.43,37.14,34.29
ARIMA_d1_p3_q24.csv,3.34,0.15,60.0,31.43,31.43,31.43,28.57
ARIMA_d1_p3_q3.csv,3.03,0.14,65.71,37.14,37.14,28.57,28.57
ARIMA_d1_p3_q4.csv,2.95,0.14,65.71,37.14,37.14,28.57,28.57
ARIMA_d1_p3_q8.csv,2.98,0.14,68.57,37.14,37.14,34.29,34.29
ARIMA_d1_p4_q1.csv,2.93,0.14,71.43,37.14,37.14,34.29,34.29
ARIMA_d1_p4_q12.csv,3.23,0.15,65.71,34.29,34.29,34.29,34.29
ARIMA_d1_p4_q16.csv,3.11,0.15,74.29,37.14,37.14,37.14,37.14
ARIMA_d1_p4_q2.csv,2.9,0.14,68.57,37.14,37.14,31.43,31.43
ARIMA_d1_p4_q20.csv,3.44,0.16,62.86,28.57,28.57,37.14,34.29
ARIMA_d1_p4_q24.csv,3.32,0.15,57.14,28.57,28.57,31.43,31.43
ARIMA_d1_p4_q3.csv,2.93,0.14,65.71,37.14,37.14,28.57,28.57
ARIMA_d1_p4_q4.csv,2.93,0.14,62.86,37.14,37.14,25.71,25.71
ARIMA_d1_p4_q8.csv,3.0,0.14,68.57,34.29,34.29,34.29,34.29
ARIMA_d1_p8_q1.csv,2.93,0.14,71.43,37.14,37.14,34.29,34.29
ARIMA_d1_p8_q12.csv,3.08,0.15,65.71,28.57,28.57,37.14,37.14
ARIMA_d1_p8_q16.csv,3.21,0.15,65.71,28.57,28.57,37.14,37.14
ARIMA_d1_p8_q2.csv,2.94,0.14,62.86,34.29,34.29,28.57,28.57
ARIMA_d1_p8_q20.csv,3.3,0.15,68.57,28.57,28.57,40.0,40.0
ARIMA_d1_p8_q24.csv,3.51,0.16,60.0,25.71,25.71,34.29,34.29
ARIMA_d1_p8_q3.csv,2.97,0.14,71.43,40.0,40.0,34.29,34.29
ARIMA_d1_p8_q4.csv,2.96,0.14,65.71,37.14,37.14,31.43,31.43
ARIMA_d1_p8_q8.csv,3.18,0.15,68.57,34.29,34.29,34.29,34.29
ARIMA_d2_p12_q1.csv,3.08,0.14,60.0,34.29,34.29,25.71,25.71
ARIMA_d2_p12_q12.csv,3.31,0.16,68.57,28.57,28.57,40.0,40.0
ARIMA_d2_p12_q16.csv,3.14,0.15,71.43,34.29,34.29,37.14,37.14
ARIMA_d2_p12_q2.csv,3.0,0.14,71.43,40.0,40.0,31.43,31.43
ARIMA_d2_p12_q20.csv,3.19,0.15,71.43,28.57,28.57,42.86,42.86
ARIMA_d2_p12_q24.csv,3.74,0.17,65.71,28.57,28.57,37.14,37.14
ARIMA_d2_p12_q3.csv,3.11,0.15,60.0,28.57,28.57,31.43,31.43
ARIMA_d2_p12_q4.csv,3.0,0.14,65.71,34.29,34.29,34.29,34.29
ARIMA_d2_p12_q8.csv,2.93,0.14,65.71,31.43,31.43,34.29,34.29
ARIMA_d2_p16_q1.csv,2.82,0.14,77.14,40.0,40.0,37.14,37.14
ARIMA_d2_p16_q12.csv,3.06,0.15,68.57,28.57,28.57,42.86,42.86
ARIMA_d2_p16_q16.csv,3.39,0.16,60.0,22.86,22.86,37.14,37.14
ARIMA_d2_p16_q2.csv,2.84,0.14,77.14,40.0,40.0,37.14,37.14
ARIMA_d2_p16_q20.csv,3.53,0.16,60.0,25.71,25.71,34.29,34.29
ARIMA_d2_p16_q3.csv,2.9,0.14,74.29,37.14,37.14,37.14,37.14
ARIMA_d2_p16_q4.csv,2.95,0.14,71.43,31.43,31.43,40.0,40.0
ARIMA_d2_p16_q8.csv,3.12,0.15,71.43,31.43,31.43,40.0,40.0
ARIMA_d2_p1_q1.csv,3.06,0.14,77.14,25.71,25.71,54.29,54.29
ARIMA_d2_p1_q12.csv,2.95,0.15,65.71,34.29,34.29,37.14,37.14
ARIMA_d2_p1_q16.csv,3.29,0.16,68.57,25.71,25.71,42.86,42.86
ARIMA_d2_p1_q2.csv,3.1,0.14,60.0,22.86,22.86,37.14,37.14
ARIMA_d2_p1_q20.csv,3.29,0.15,65.71,28.57,28.57,40.0,37.14
ARIMA_d2_p1_q24.csv,3.56,0.16,57.14,25.71,25.71,31.43,31.43
ARIMA_d2_p1_q3.csv,3.04,0.14,68.57,37.14,37.14,31.43,31.43
ARIMA_d2_p1_q4.csv,2.88,0.14,74.29,37.14,37.14,40.0,40.0
ARIMA_d2_p1_q8.csv,2.94,0.14,65.71,31.43,31.43,34.29,34.29
ARIMA_d2_p2_q1.csv,3.01,0.15,80.0,31.43,31.43,48.57,48.57
ARIMA_d2_p2_q12.csv,3.07,0.15,68.57,34.29,34.29,37.14,37.14
ARIMA_d2_p2_q16.csv,3.14,0.15,71.43,34.29,34.29,40.0,37.14
ARIMA_d2_p2_q2.csv,3.07,0.14,65.71,34.29,34.29,34.29,34.29
ARIMA_d2_p2_q20.csv,3.52,0.16,60.0,22.86,22.86,42.86,40.0
ARIMA_d2_p2_q24.csv,3.5,0.16,57.14,22.86,22.86,40.0,37.14
ARIMA_d2_p2_q3.csv,3.03,0.14,68.57,25.71,25.71,42.86,42.86
ARIMA_d2_p2_q4.csv,2.87,0.14,74.29,40.0,40.0,37.14,37.14
ARIMA_d2_p2_q8.csv,2.96,0.14,68.57,28.57,28.57,40.0,40.0
ARIMA_d2_p3_q1.csv,2.98,0.14,71.43,31.43,31.43,42.86,42.86
ARIMA_d2_p3_q12.csv,3.11,0.16,65.71,31.43,31.43,37.14,37.14
ARIMA_d2_p3_q16.csv,3.13,0.15,65.71,31.43,31.43,37.14,37.14
ARIMA_d2_p3_q2.csv,2.88,0.14,68.57,37.14,37.14,34.29,34.29
ARIMA_d2_p3_q20.csv,3.49,0.16,62.86,25.71,25.71,37.14,37.14
ARIMA_d2_p3_q24.csv,3.75,0.16,57.14,28.57,28.57,28.57,28.57
ARIMA_d2_p3_q3.csv,2.88,0.14,68.57,37.14,37.14,34.29,34.29
ARIMA_d2_p3_q4.csv,3.0,0.14,68.57,37.14,37.14,34.29,34.29
ARIMA_d2_p3_q8.csv,3.07,0.15,68.57,37.14,37.14,37.14,37.14
ARIMA_d2_p4_q1.csv,2.92,0.14,68.57,34.29,34.29,37.14,37.14
ARIMA_d2_p4_q12.csv,3.24,0.16,62.86,31.43,31.43,31.43,31.43
ARIMA_d2_p4_q16.csv,3.16,0.15,68.57,28.57,28.57,40.0,40.0
ARIMA_d2_p4_q2.csv,2.88,0.14,65.71,34.29,34.29,34.29,34.29
ARIMA_d2_p4_q20.csv,3.6,0.16,57.14,22.86,22.86,34.29,34.29
ARIMA_d2_p4_q24.csv,3.83,0.16,51.43,17.14,17.14,34.29,34.29
ARIMA_d2_p4_q3.csv,3.05,0.15,62.86,34.29,34.29,31.43,31.43
ARIMA_d2_p4_q4.csv,2.94,0.14,60.0,34.29,34.29,25.71,25.71
ARIMA_d2_p4_q8.csv,3.29,0.15,65.71,31.43,31.43,34.29,34.29
ARIMA_d2_p8_q1.csv,2.91,0.14,74.29,40.0,40.0,37.14,37.14
ARIMA_d2_p8_q12.csv,3.32,0.16,68.57,31.43,31.43,37.14,37.14
ARIMA_d2_p8_q16.csv,3.18,0.15,71.43,31.43,31.43,40.0,40.0
ARIMA_d2_p8_q2.csv,2.87,0.14,74.29,37.14,37.14,40.0,40.0
ARIMA_d2_p8_q20.csv,3.45,0.16,62.86,22.86,22.86,40.0,40.0
ARIMA_d2_p8_q24.csv,3.63,0.16,57.14,20.0,20.0,37.14,37.14
ARIMA_d2_p8_q3.csv,2.92,0.14,71.43,40.0,40.0,31.43,31.43
ARIMA_d2_p8_q4.csv,2.78,0.14,68.57,37.14,37.14,34.29,34.29
ARIMA_d2_p8_q8.csv,3.1,0.15,68.57,31.43,31.43,37.14,37.14
